,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
M3_full,0,8086.817706079277,335.2570781964969,0.0,0.9681416935950273,43.77196874570241,0.0,True,log
M2_house,1,7721.841151923795,358.21739471128694,364.9765541554802,0.03185832973647138,61.80754406050789,40.29861419523416,True,log
M1_trend,2,6348.5067380791925,156.8728201151025,1738.3109680000841,8.204573776179145e-08,79.00383354976849,76.39687585992372,True,log
M0_static,3,5269.40824616161,15.573618722145511,2817.409459917666,0.0,61.134517011390095,61.91437523078185,False,log
