asof,n_sims,days_to_election,uncertainty_scale,p_netanyahu_bloc_61,p_anti_bloc_61,p_neither,nb_mean,nb_p05,nb_p95
2026-08-27,20000,61,1.85,0.162,0.41,0.428,49.2,29,69
