cycle,observed_spread,sampling_spread_n500,ratio
2009,1.2142543498850362,1.6199375175917132,0.7626795831474356
2013,0.9586823281001775,1.4462426362767666,0.6741254833256856
2015,0.951205969248228,1.5180015973674938,0.6229552689603192
2019a,1.0721108262996604,1.332843972872597,0.9096522861971185
2019s,0.9594400188262632,1.545788005520315,0.6428716996138392
2020,0.8709321640973748,1.6348080020091147,0.5521834983615894
2021,1.2258506289606392,1.3397113839391643,1.0629947009188316
2022,0.6778078408373758,1.466678676017324,0.47128548082441774
